date,region,district,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
6/15/2016,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,246,0.3504
7/15/2016,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,256.77,0.3642
8/15/2016,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,245,0.3451
9/15/2016,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,251.67,0.3533
10/15/2016,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,238.96,0.3294
11/15/2016,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,242,0.3397
12/15/2016,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,240,0.3352
1/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,237.1,0.3252
2/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,220.36,0.3077
3/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,187.74,0.2621
4/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,142.67,0.1951
5/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,105,0.1463
6/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,97.31,0.1357
7/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,97.74,0.134
8/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,100,0.1397
9/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,106.67,0.1489
10/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,110,0.1505
11/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,104,0.145
12/15/2017,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,97.74,0.137
1/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,122,0.171
2/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,128.33,0.1796
3/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,125.16,0.1754
4/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,108.5,0.1482
5/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,105.81,0.1482
6/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,117.67,0.1649
7/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,132.74,0.1815
8/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,140,0.1962
9/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,136.67,0.1867
10/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150,0.2085
11/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,154,0.2138
12/15/2018,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,175.97,0.2386
1/15/2019,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,215.56,0.2995
2/15/2019,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,180,0.2501
3/15/2019,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,211.61,0.294
8/15/2019,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,220.62,0.3053
9/15/2019,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,237.17,0.3208
10/15/2019,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,253.89,0.3491
11/15/2019,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,280,0.3847
12/15/2019,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,306.55,0.4141
1/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,342.69,0.4714
1/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,337.31,0.464
2/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,307.24,0.4146
2/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,338.62,0.4569
3/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,306.82,0.414
3/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,265.45,0.3582
4/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,170,0.2331
5/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,176.67,0.2427
5/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,183.33,0.2519
11/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,214,0.2806
11/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1553.33,2.0366
11/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,418.33,0.5485
11/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,217.44,0.2851
11/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1503.33,1.9711
11/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,423.33,0.555
12/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,208.82,0.2779
12/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1697.06,2.2588
12/15/2020,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,319.12,0.4247
12/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,200,0.2662
12/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,214.71,0.2858
12/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1679.41,2.2353
12/15/2020,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,345.59,0.46
1/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,211.76,0.2773
1/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1708.82,2.2379
1/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,330.88,0.4333
1/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,211.76,0.2773
1/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1750,2.2919
1/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,372.06,0.4873
2/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,200,0.2629
2/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,192.5,0.2531
2/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1675,2.2019
2/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,350,0.4601
2/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,190,0.2498
2/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1675,2.2019
2/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,387.5,0.5094
3/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,329,0.4249
3/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,160,0.2066
3/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1725,2.2276
3/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,312.5,0.4036
3/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,190,0.2454
3/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,162.5,0.2098
3/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1658.33,2.1415
3/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,379.17,0.4896
4/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,186.84,0.2407
4/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,145,0.1868
4/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Maize (seed),KG,aggregate,Retail,MWK,1550,1.9965
4/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,350,0.4508
4/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,182.67,0.2353
4/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,145,0.1868
4/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Maize (seed),KG,aggregate,Retail,MWK,1575,2.0288
4/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,non-food,Milling cost (maize),Tin (20 KG),aggregate,Retail,MWK,362.5,0.4669
5/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150,0.1878
5/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,140,0.1752
8/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150,0.1832
8/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150,0.1832
9/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,180,0.2242
9/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,170.45,0.2123
10/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,177.94,0.2206
10/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,165.59,0.2053
11/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,176.56,0.2187
11/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,172.92,0.2141
12/15/2021,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,170,0.2103
12/15/2021,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,170,0.2103
1/15/2022,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,225,0.2737
1/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,220,0.2676
8/15/2022,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,350,0.3443
8/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,353.5,0.3477
9/15/2022,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize,KG,aggregate,Retail,MWK,340,0.3353
9/15/2022,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize,KG,aggregate,Retail,MWK,330,0.3254
1/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,553.89,0.6737
1/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,534.17,0.6497
2/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,663.75,0.6529
2/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,633.33,0.623
3/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,600,0.577
4/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,550,0.669
4/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,522.22,0.6352
6/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,520,0.5115
6/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,515,0.5066
7/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,706.25,0.859
7/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,700,0.8514
8/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,750,0.6984
8/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,750,0.6984
8/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,700,0.6519
9/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,750,0.6849
9/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,750,0.6849
9/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,747.5,0.6827
10/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,796.67,0.969
10/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,796.67,0.969
10/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,796.5,0.9688
11/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,860,0.516
11/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,890,0.534
11/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,841.67,0.505
12/15/2023,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,937.5,0.5625
12/15/2023,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,940,0.564
12/15/2023,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,945,0.567
1/15/2024,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,1023.53,0.6141
1/15/2024,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,900,0.54
1/15/2024,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,1023.53,0.6141
2/15/2024,Southern Region,Blantyre,Chikuli,-15.6665487,34.8848206,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,900,0.54
2/15/2024,Southern Region,Blantyre,Lirangwe,-15.5283598,35.0234066,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,900,0.54
2/15/2024,Southern Region,Blantyre,Lunzu,-15.6528104,35.0207804,cereals and tubers,Maize (new harvest),KG,aggregate,Retail,MWK,900,0.54
